TrainerID,TrainerClass,TrainerName,StructType,SlotNum,Pokemon,Level,Move1,Move2,Move3,Move4,Ability,HeldItem,IVs
348,LEADE,GIOVANNI,0,4,FELANKH,42,-,-,-,-,LIMBER,None,250
349,LEADE,GIOVANNI,0,1,FELANKH,52,-,-,-,-,LIMBER,None,250
349,LEADE,GIOVANNI,0,2,NIDORULY,53,-,-,-,-,POISON POINT,None,250
349,LEADE,GIOVANNI,0,3,KANGALLOUS,53,-,-,-,-,INTIMIDATE,None,250
349,LEADE,GIOVANNI,0,4,RHYMARKABL,61,-,-,-,-,LIGHTNINGROD / ROCK HEAD,None,250
349,LEADE,GIOVANNI,0,5,NIDOARCHY,58,-,-,-,-,INTIMIDATE,None,250
350,R,GIOVANNI,1,1,PATRAPHINX,66,-,-,-,-,MOXIE,????????,0
350,R,GIOVANNI,1,2,DIGLENOID,66,-,-,-,-,SAND VEIL / ARENA TRAP,SPELON BERRY,0
350,R,GIOVANNI,1,3,STALAGMIX,67,-,-,-,-,ROCK HEAD / STURDY,STARF BERRY,0
351,ROCKET,GRUNT,0,1,RATTATA,16,-,-,-,-,RUN AWAY / GUTS,None,0
351,ROCKET,GRUNT,0,2,ZUBAT,16,-,-,-,-,INNER FOCUS,None,0
352,ROCKET,GRUNT,0,1,SANDSHREW,13,-,-,-,-,SAND VEIL,None,0
352,ROCKET,GRUNT,0,2,RATTATA,13,-,-,-,-,RUN AWAY / GUTS,None,0
352,ROCKET,GRUNT,0,3,ZUBAT,13,-,-,-,-,INNER FOCUS,None,0
353,ROCKET,GRUNT,0,1,ZUBAT,13,-,-,-,-,INNER FOCUS,None,0
353,ROCKET,GRUNT,0,2,EKANS,13,-,-,-,-,INTIMIDATE / SHED SKIN,None,0
354,ROCKET,GRUNT,0,1,RATTATA,16,-,-,-,-,RUN AWAY / GUTS,None,0
354,ROCKET,GRUNT,0,2,MEOWTH,16,-,-,-,-,PICKUP,None,0
355,ROCKET,GRUNT,0,1,MACHOKE,21,-,-,-,-,GUTS,None,0
355,ROCKET,GRUNT,0,2,DROWZEE,21,-,-,-,-,INSOMNIA,None,0
356,ROCKET,GRUNT,0,1,PIKACHU,18,-,-,-,-,STATIC,None,0
356,ROCKET,GRUNT,0,2,ZUBAT,18,-,-,-,-,INNER FOCUS,None,0
357,ROCKET,GRUNT,0,1,RATTCHET,32,-,-,-,-,RUN AWAY / GUTS,None,0
357,ROCKET,GRUNT,0,2,CROBAT,32,-,-,-,-,INNER FOCUS,None,0
358,ROCKET,GRUNT,0,1,HYPNO,32,-,-,-,-,INSOMNIA,None,0
358,ROCKET,GRUNT,0,2,MACHAMP,32,-,-,-,-,GUTS,None,0
359,ROCKET,GRUNT,0,1,RATTCHET,32,-,-,-,-,RUN AWAY / GUTS,None,0
359,ROCKET,GRUNT,0,2,GENGAR,32,-,-,-,-,LEVITATE,None,0
360,ROCKET,GRUNT,1,1,MUK,32,-,-,-,-,STENCH / STICKY HOLD,BIG PEARL,0
360,ROCKET,GRUNT,1,2,MOLTREM,50,-,-,-,-,ROCK HEAD / STURDY,None,124
360,ROCKET,GRUNT,1,3,WEEZING,32,-,-,-,-,LEVITATE,MECH MAIL,0
361,ROCKET,GRUNT,0,1,RATICATE,30,-,-,-,-,RUN AWAY / GUTS,None,0
361,ROCKET,GRUNT,0,2,HAUNTER,30,-,-,-,-,LEVITATE,None,0
361,ROCKET,GRUNT,0,3,TENTACOOL,30,-,-,-,-,CLEAR BODY / LIQUID OOZE,None,0
361,ROCKET,GRUNT,0,4,VAPOREON,32,-,-,-,-,WATER ABSORB,None,0
362,ROCKET,GRUNT,1,1,MUK,34,-,-,-,-,STENCH / STICKY HOLD,RED SCARF,0
362,ROCKET,GRUNT,1,2,MOLTREM,50,-,-,-,-,ROCK HEAD / STURDY,None,124
363,ROCKET,GRUNT,1,1,GOLBAT,29,-,-,-,-,INNER FOCUS,BERRY JUICE,0
363,ROCKET,GRUNT,1,2,CARNABELL,17,-,-,-,-,CHLOROPHYLL,None,109
363,ROCKET,GRUNT,1,3,KOFFING,29,-,-,-,-,LEVITATE,MECH MAIL,0
364,ROCKET,GRUNT,0,1,RATTCHET,31,-,-,-,-,RUN AWAY / GUTS,None,0
364,ROCKET,GRUNT,0,2,TENTACOOL,31,-,-,-,-,CLEAR BODY / LIQUID OOZE,None,0
364,ROCKET,GRUNT,0,3,HYPNO,31,-,-,-,-,INSOMNIA,None,0
365,ROCKET,GRUNT,0,1,MACHAMP,32,-,-,-,-,GUTS,None,0
365,ROCKET,GRUNT,0,2,PRIMEAPE,32,-,-,-,-,VITAL SPIRIT,None,0
366,ROCKET,GRUNT,0,1,SANDSLAM,35,-,-,-,-,STURDY,None,0
366,ROCKET,GRUNT,0,2,NOHTYP,35,-,-,-,-,INTIMIDATE / SHED SKIN,None,0
366,ROCKET,GRUNT,0,3,CROBAT,35,-,-,-,-,INNER FOCUS,None,0
367,ROCKET,GRUNT,0,1,NOHTYP,35,-,-,-,-,INTIMIDATE / SHED SKIN,None,0
367,ROCKET,GRUNT,0,2,JOLTEON,35,-,-,-,-,VOLT ABSORB,None,0
367,ROCKET,GRUNT,0,3,TENTACRUEL,35,-,-,-,-,CLEAR BODY / LIQUID OOZE,None,0
368,ROCKET,GRUNT,0,1,WEEZING,32,-,-,-,-,LEVITATE,None,0
368,ROCKET,GRUNT,0,2,CROBAT,32,-,-,-,-,INNER FOCUS,None,0
369,ROCKET,GRUNT,0,1,CROBAT,40,-,-,-,-,INNER FOCUS,None,0
369,ROCKET,GRUNT,0,2,SNEEROW,40,-,-,-,-,INSOMNIA,None,0
369,ROCKET,GRUNT,0,3,DRONARCH,40,-,-,-,-,SWARM,None,0
370,ROCKET,GRUNT,0,1,WEEZING,41,-,-,-,-,LEVITATE,None,0
370,ROCKET,GRUNT,0,2,LULLOO,42,-,-,-,-,INSOMNIA,None,0
371,ROCKET,GRUNT,0,1,CROBAT,39,-,-,-,-,INNER FOCUS,None,0
371,ROCKET,GRUNT,0,2,RATTCHET,40,-,-,-,-,RUN AWAY / GUTS,None,0
371,ROCKET,GRUNT,0,3,NOHTYP,41,-,-,-,-,INTIMIDATE / SHED SKIN,None,0
371,ROCKET,GRUNT,0,4,FELANKH,42,-,-,-,-,LIMBER,None,0
372,ROCKET,GRUNT,0,1,DROWZEE,26,-,-,-,-,INSOMNIA,None,0
372,ROCKET,GRUNT,0,2,KOFFING,26,-,-,-,-,LEVITATE,None,0
373,ROCKET,GRUNT,0,1,OSSELOBBER,45,-,-,-,-,ROCK HEAD / LIGHTNINGROD,None,0
373,ROCKET,GRUNT,0,2,POLABAT,45,-,-,-,-,INNER FOCUS,None,0
374,ROCKET,GRUNT,0,1,POLABAT,41,-,-,-,-,INNER FOCUS,None,0
374,ROCKET,GRUNT,0,2,SEPISTRIKE,41,-,-,-,-,SWARM,None,0
374,ROCKET,GRUNT,0,3,RATTCHET,41,-,-,-,-,RUN AWAY / GUTS,None,0
375,ROCKET,GRUNT,0,1,RATTARULE,42,-,-,-,-,POISON POINT / GUTS,None,0
375,ROCKET,GRUNT,0,2,LULLOO,42,-,-,-,-,INSOMNIA,None,0
375,ROCKET,GRUNT,0,3,GENGAR,43,-,-,-,-,LEVITATE,None,0
376,ROCKET,GRUNT,0,1,GIGGLYHUFF,44,-,-,-,-,CLOUD NINE,None,0
376,ROCKET,GRUNT,0,2,LULLOO,43,-,-,-,-,INSOMNIA,None,0
377,ROCKET,GRUNT,0,1,NOHTYP,42,-,-,-,-,INTIMIDATE / SHED SKIN,None,0
377,ROCKET,GRUNT,0,2,QUADODO,42,-,-,-,-,RUN AWAY / EARLY BIRD,None,0
377,ROCKET,GRUNT,0,3,OSSELOBBER,42,-,-,-,-,ROCK HEAD / LIGHTNINGROD,None,0
378,ROCKET,GRUNT,0,1,ADNOKANA,49,-,-,-,-,INTIMIDATE / SHED SKIN,None,0
379,ROCKET,GRUNT,0,1,LULLOO,49,-,-,-,-,INSOMNIA,None,0
380,ROCKET,GRUNT,0,1,MACHULK,43,-,-,-,-,GUTS,None,0
380,ROCKET,GRUNT,0,2,ENCHANCED,44,-,-,-,-,IRON FIST,None,0
381,ROCKET,GRUNT,0,1,CROBAT,42,-,-,-,-,INNER FOCUS,None,0
381,ROCKET,GRUNT,0,2,POLABAT,42,-,-,-,-,INNER FOCUS,None,0
381,ROCKET,GRUNT,0,3,ORNITHOW,42,-,-,-,-,INSOMNIA,None,0
382,ROCKET,GRUNT,0,1,RATTARULE,45,-,-,-,-,POISON POINT / GUTS,None,0
382,ROCKET,GRUNT,0,2,NOHTYP,45,-,-,-,-,INTIMIDATE / SHED SKIN,None,0
382,ROCKET,GRUNT,0,3,HEEVING,46,-,-,-,-,LEVITATE,None,0
383,ROCKET,GRUNT,0,1,OSSELOBBER,45,-,-,-,-,ROCK HEAD / LIGHTNINGROD,None,0
383,ROCKET,GRUNT,0,2,SANDSLAM,45,-,-,-,-,STURDY,None,0
384,ROCKET,GRUNT,0,1,DRAGONITE,45,-,-,-,-,INNER FOCUS,None,0
384,ROCKET,GRUNT,0,2,NIDOREGAL,46,-,-,-,-,POISON POINT,None,0
385,ROCKET,GRUNT,0,1,RATTARULE,42,-,-,-,-,POISON POINT / GUTS,None,0
385,ROCKET,GRUNT,0,2,POLABAT,42,-,-,-,-,INNER FOCUS,None,0
385,ROCKET,GRUNT,0,3,TENTACATE,42,-,-,-,-,CLEAR BODY / LIQUID OOZE,None,0
385,ROCKET,GRUNT,0,4,SANDSLAM,42,-,-,-,-,STURDY,None,0
386,ROCKET,GRUNT,0,1,HEEVING,45,-,-,-,-,LEVITATE,None,0
386,ROCKET,GRUNT,0,2,POLABAT,46,-,-,-,-,INNER FOCUS,None,0
386,ROCKET,GRUNT,0,3,SLAGOLEM,46,-,-,-,-,ROCK HEAD / STURDY,None,0
387,ROCKET,GRUNT,0,1,LULLOO,45,-,-,-,-,INSOMNIA,None,0
387,ROCKET,GRUNT,0,2,GUNK,45,-,-,-,-,STENCH / STICKY HOLD,None,0
387,ROCKET,GRUNT,0,3,MACHULK,46,-,-,-,-,GUTS,None,0
388,ROCKET,GRUNT,0,1,POLABAT,44,-,-,-,-,INNER FOCUS,None,0
388,ROCKET,GRUNT,0,2,GILDUCK,44,-,-,-,-,DAMP / CLOUD NINE,None,0
388,ROCKET,GRUNT,0,3,RAFFLURK,45,-,-,-,-,LIQUID OOZE,None,0
389,ROCKET,GRUNT,0,1,MACHULK,52,-,-,-,-,GUTS,None,0
390,ROCKET,GRUNT,0,1,RATTCHET,44,-,-,-,-,RUN AWAY / GUTS,None,0
390,ROCKET,GRUNT,0,2,LICKILOLLY,46,-,-,-,-,SNOW WARNING / OBLIVIOUS,None,0
390,ROCKET,GRUNT,0,3,POLABAT,45,-,-,-,-,INNER FOCUS,None,0
390,ROCKET,GRUNT,0,4,RATTARULE,45,-,-,-,-,POISON POINT / GUTS,None,0
390,ROCKET,GRUNT,0,5,NOHTYP,44,-,-,-,-,INTIMIDATE / SHED SKIN,None,0
391,ROCKET,GRUNT,0,1,OSSELOBBER,44,-,-,-,-,ROCK HEAD / LIGHTNINGROD,None,0
391,ROCKET,GRUNT,0,2,SINGESHA,46,-,-,-,-,INTIMIDATE / FLASH FIRE,None,0
391,ROCKET,GRUNT,0,3,NIDORULY,46,-,-,-,-,POISON POINT,None,0
410,FOUR,LORELEI,3,1,LICKILATO,75,ICE BEAM,SWALLOW,AURORA VEIL,STOCKPILE,SNOW WARNING / OBLIVIOUS,None,250
410,FOUR,LORELEI,3,2,GLAISHELL,75,ICICLE SPEAR,PROTECT,HAIL,IRON DEFENSE,SNOW WARNING,None,250
410,FOUR,LORELEI,3,3,MANATII,76,SURF,ICE BEAM,HAIL,YAWN,THICK FAT,None,250
410,FOUR,LORELEI,3,4,JEEPERS,76,BLIZZARD,PSYCHIC,SHADOW BALL,ATTRACT,SNOW CLOAK,None,250
410,FOUR,LORELEI,3,5,MISSINGNO,77,MIRROR COAT,FLASH CANNON,METRONOME,REFLECT,MAGIC BOUNCE,None,250
410,FOUR,LORELEI,3,6,NESSEA,78,HYDRO PUMP,ICE BEAM,UPROAR,PSYCHIC,WATER ABSORB / SHELL ARMOR,SITRUS BERRY,250
411,FOUR,BRUNO,3,1,RADIACHAN,76,CLOSE COMBAT,COSMIC POWER,SHADOW PUNCH,FUTURE SIGHT,MAGIC BOUNCE,None,250
411,FOUR,BRUNO,3,2,POLIATH,76,ZEN HEADBUTT,SUPERPOWER,BULK UP,ICE PUNCH,WATER ABSORB / DAMP,None,250
411,FOUR,BRUNO,3,3,SPIRITULEE,77,EXTREMESPEED,BLAZE KICK,ZEN HEADBUTT,REVERSAL,MOXIE,None,250
411,FOUR,BRUNO,3,4,BONUMBELL,77,SUPERPOWER,IRON HEAD,NEEDLE ARM,BULK UP,VITAL SPIRIT,None,250
411,FOUR,BRUNO,3,5,MISSINGNO,78,ANCIENTPOWER,METRONOME,AIR SLASH,PSYCHIC,BATTLE ARMOR,None,250
411,FOUR,BRUNO,3,6,MACHITAN,79,IRON HEAD,EXTREMESPEED,KNOCK OFF,CLOSE COMBAT,GUTS,SITRUS BERRY,250
412,FOUR,AGATHA,3,1,FOWLN'TOM,77,SHADOW PUNCH,CONFUSE RAY,TOXIC,DOUBLE TEAM,SHADOW TAG / INNER FOCUS,None,250
412,FOUR,AGATHA,3,2,WRAIWRATH,77,NIGHT SLASH,PERISH SONG,SHADOW BONE,SLASH,CURSED BODY / LIGHTNINGROD,None,250
412,FOUR,AGATHA,3,3,OXENFREE,78,MEGAHORN,SKULL BASH,PHANTOMFORCE,ZEN HEADBUTT,INTIMIDATE,None,250
412,FOUR,AGATHA,3,4,YOKAYUBI,78,EXTRASENSORY,SHADOW BALL,FLAMETHROWER,MORNING SUN,FLASH FIRE / SHADOW TAG,None,250
412,FOUR,AGATHA,3,5,MISSINGNO,79,SHADOW BALL,METRONOME,TRI ATTACK,DOUBLE TEAM,SHADOW TAG,None,250
412,FOUR,AGATHA,3,6,GRIMM,80,CALM MIND,PSYCHIC,SHADOW BALL,HYPNOSIS,BAD DREAMS,SITRUS BERRY,250
413,FOUR,LANCE,3,1,PINNADRA,78,DRAGONBREATH,DRAGON DANCE,SURF,THUNDERBOLT,MARVEL SCALE,None,250
413,FOUR,LANCE,3,2,FORTUNITEY,78,DRAGON PULSE,LIGHT SCREEN,RECOVER,REFRESH,NATURAL CURE / SERENE GRACE,None,250
413,FOUR,LANCE,3,3,DODOZEN,79,BRAVE BIRD,DRAGON DANCE,DRAGON CLAW,BLAZE KICK,THICK FAT / EARLY BIRD,None,250
413,FOUR,LANCE,3,4,QUAZAR,79,EXTRASENSORY,DRAGON PULSE,AIR SLASH,SURF,INTIMIDATE / AIR LOCK,None,250
413,FOUR,LANCE,3,5,MISSINGNO,80,AIR SLASH,ANCIENTPOWER,METRONOME,TRI ATTACK,PRESSURE,None,250
413,FOUR,LANCE,3,6,DRAGONTALE,80,FIRE BLAST,AERIAL ACE,DRAGON PULSE,SURF,INNER FOCUS,SITRUS BERRY,250
414,R,BROCK,1,1,OMANYTE,12,-,-,-,-,SWIFT SWIM / SHELL ARMOR,RETRO MAIL,0
414,R,BROCK,1,2,KABUTO,12,-,-,-,-,SWIFT SWIM / BATTLE ARMOR,TIMER BALL,0
415,R,MISTY,3,1,GYARADOS,25,WATER PULSE,BITE,RAIN DANCE,TAUNT,INTIMIDATE / TORRENT,None,0
415,R,MISTY,3,2,GOLDUCK,25,BUBBLEBEAM,CONFUSION,SCRATCH,REST,DAMP / CLOUD NINE,CHESTO BERRY,0
415,R,MISTY,3,3,STARMIE,28,BUBBLEBEAM,SWIFT,RECOVER,CAMOUFLAGE,ILLUMINATE / NATURAL CURE,None,0
416,R,LT. SURGE,1,1,ELECTRODE,31,-,-,-,-,SOUNDPROOF / STATIC,SECRET KEY,0
416,R,LT. SURGE,1,2,JOLTEON,33,-,-,-,-,VOLT ABSORB,SECRET KEY,0
416,R,LT. SURGE,1,3,RHYHORN,24,-,-,-,-,LIGHTNINGROD / ROCK HEAD,None,86
417,R,ERIKA,1,1,MUCKTRIBEL,41,-,-,-,-,CHLOROPHYLL,X ATTACK,0
417,R,ERIKA,1,2,CLOYSTER,92,-,-,-,-,SHELL ARMOR,None,188
417,R,ERIKA,1,3,RAFFLURK,40,-,-,-,-,LIQUID OOZE,LIGHT BALL,0
418,R,KOGA,1,1,ADNOKANA,51,-,-,-,-,INTIMIDATE / SHED SKIN,FAME CHECKER,0
418,R,KOGA,1,2,GUNK,53,-,-,-,-,STENCH / STICKY HOLD,TOWN MAP,0
418,R,KOGA,1,3,RATTARULE,52,-,-,-,-,POISON POINT / GUTS,HELIX FOSSIL,0
419,R,BLAINE,1,1,IMPSECT,63,-,-,-,-,FLASH FIRE,ITEMFINDER,0
419,R,BLAINE,1,2,INFERNEON,64,-,-,-,-,FLASH FIRE,????????,0
419,R,BLAINE,1,3,KNIGHTMARE,64,-,-,-,-,SPEED BOOST / FLASH FIRE,HM02,0
419,R,BLAINE,1,4,CYNDAQUIL,14,-,-,-,-,BLAZE,None,299
420,R,SABRINA,1,1,PLATINUPUS,56,-,-,-,-,DAMP / THICK FAT,MOON STONE,0
420,R,SABRINA,1,2,MAGMORE,56,-,-,-,-,FLAME BODY,None,89
420,R,SABRINA,1,3,SOMNISOOTH,56,-,-,-,-,INSOMNIA,????????,0
420,R,SABRINA,1,4,ELECTRODEX,57,-,-,-,-,SOUNDPROOF / STATIC,????????,0
426,???(#89),TERRY,0,1,PIDGEOTTO,26,-,-,-,-,KEEN EYE,None,50
426,???(#89),TERRY,0,2,RATICATE,22,-,-,-,-,RUN AWAY / GUTS,None,50
426,???(#89),TERRY,0,3,KADABRA,24,-,-,-,-,SYNCHRONIZE / INNER FOCUS,None,50
426,???(#89),TERRY,0,4,WARTORTLE,27,-,-,-,-,TORRENT,None,100
427,???(#89),TERRY,0,1,PIDGEOTTO,26,-,-,-,-,KEEN EYE,None,50
427,???(#89),TERRY,0,2,RATICATE,22,-,-,-,-,RUN AWAY / GUTS,None,50
427,???(#89),TERRY,0,3,KADABRA,24,-,-,-,-,SYNCHRONIZE / INNER FOCUS,None,50
427,???(#89),TERRY,0,4,IVYSAUR,27,-,-,-,-,OVERGROW,None,100
428,???(#89),TERRY,0,1,PIDGEOTTO,26,-,-,-,-,KEEN EYE,None,50
428,???(#89),TERRY,0,2,RATICATE,22,-,-,-,-,RUN AWAY / GUTS,None,50
428,???(#89),TERRY,0,3,KADABRA,24,-,-,-,-,SYNCHRONIZE / INNER FOCUS,None,50
428,???(#89),TERRY,0,4,CHARMELEON,27,-,-,-,-,BLAZE,None,100
429,???(#89),TERRY,0,1,PIDGAERO,39,-,-,-,-,KEEN EYE,None,100
429,???(#89),TERRY,0,2,ARCANINE,40,-,-,-,-,INTIMIDATE / FLASH FIRE,None,100
429,???(#89),TERRY,0,3,EXEGGUTOR,40,-,-,-,-,CHLOROPHYLL,None,100
429,???(#89),TERRY,0,4,ALAKAZAM,41,-,-,-,-,SYNCHRONIZE / INNER FOCUS,None,100
429,???(#89),TERRY,0,5,FERRAPIN,43,-,-,-,-,SHELL ARMOR,None,100
430,???(#89),TERRY,0,1,PIDGAERO,39,-,-,-,-,KEEN EYE,None,100
430,???(#89),TERRY,0,2,HYDRADOS,40,-,-,-,-,INTIMIDATE / AIR LOCK,None,100
430,???(#89),TERRY,0,3,ARCANINE,40,-,-,-,-,INTIMIDATE / FLASH FIRE,None,100
430,???(#89),TERRY,0,4,ALAKAZAM,41,-,-,-,-,SYNCHRONIZE / INNER FOCUS,None,100
430,???(#89),TERRY,0,5,ECOSAUR,43,-,-,-,-,CHLOROPHYLL,None,100
431,???(#89),TERRY,0,1,PIDGAERO,39,-,-,-,-,KEEN EYE,None,100
431,???(#89),TERRY,0,2,EXEGGUTOR,40,-,-,-,-,CHLOROPHYLL,None,100
431,???(#89),TERRY,0,3,HYDRADOS,40,-,-,-,-,INTIMIDATE / AIR LOCK,None,100
431,???(#89),TERRY,0,4,ALAKAZAM,41,-,-,-,-,SYNCHRONIZE / INNER FOCUS,None,100
431,???(#89),TERRY,0,5,CHARIGUANA,43,-,-,-,-,BLAZE,None,100
432,???(#89),TERRY,0,1,ARTICUNO,51,-,-,-,-,PRESSURE,None,100
432,???(#89),TERRY,0,2,SINGESHA,53,-,-,-,-,INTIMIDATE / FLASH FIRE,None,100
432,???(#89),TERRY,0,3,EXEGGITY,53,-,-,-,-,CHLOROPHYLL,None,100
432,???(#89),TERRY,0,4,VOHOO-DU,54,-,-,-,-,EFFECT SPORE / INNER FOCUS,None,100
432,???(#89),TERRY,0,5,FORTOISE,56,-,-,-,-,SHELL ARMOR,None,150
433,???(#89),TERRY,0,1,MOLTRES,51,-,-,-,-,PRESSURE,None,100
433,???(#89),TERRY,0,2,DRACOSMIC,53,-,-,-,-,INTIMIDATE / AIR LOCK,None,100
433,???(#89),TERRY,0,3,SINGESHA,53,-,-,-,-,INTIMIDATE / FLASH FIRE,None,100
433,???(#89),TERRY,0,4,VOHOO-DU,54,-,-,-,-,EFFECT SPORE / INNER FOCUS,None,100
433,???(#89),TERRY,0,5,TERARISAUR,56,-,-,-,-,CHLOROPHYLL,None,150
434,???(#89),TERRY,0,1,ZAPDOS,51,-,-,-,-,PRESSURE,None,100
434,???(#89),TERRY,0,2,DRACOSMIC,53,-,-,-,-,INTIMIDATE / AIR LOCK,None,100
434,???(#89),TERRY,0,3,EXEGGITY,53,-,-,-,-,CHLOROPHYLL,None,100
434,???(#89),TERRY,0,4,VOHOO-DU,54,-,-,-,-,EFFECT SPORE / INNER FOCUS,None,100
434,???(#89),TERRY,0,5,CHARIANA,56,-,-,-,-,MARVEL SCALE,None,150
435,???(#89),TERRY,1,1,SNOWONE,66,-,-,-,-,PRESSURE,????????,150
435,???(#89),TERRY,1,2,RHYLIC,67,-,-,-,-,CURSED BODY / SHADOW TAG,????????,150
435,???(#89),TERRY,1,3,GUARDIANCE,67,-,-,-,-,SERENE GRACE / FLASH FIRE,TM49,150
436,???(#89),TERRY,1,1,IGNITHREE,66,-,-,-,-,PRESSURE,TM26,150
436,???(#89),TERRY,1,2,RHYLIC,67,-,-,-,-,CURSED BODY / SHADOW TAG,????????,150
436,???(#89),TERRY,1,3,QUAZAR,67,-,-,-,-,INTIMIDATE / AIR LOCK,????????,150
437,???(#89),TERRY,1,1,SHOCKATOO,66,-,-,-,-,PRESSURE,IRON,150
437,???(#89),TERRY,1,2,RHYLIC,67,-,-,-,-,CURSED BODY / SHADOW TAG,????????,150
437,???(#89),TERRY,1,3,EXEGGTRIC,67,-,-,-,-,CHLOROPHYLL,LIGHT BALL,150
437,???(#89),TERRY,1,4,CLEFABLE,79,-,-,-,-,CUTE CHARM,None,94
438,ION,TERRY,3,1,FROSTUNUS,80,ICE BEAM,AERIAL ACE,STEEL WING,WATER PULSE,WATER ABSORB,None,255
438,ION,TERRY,3,2,T'ZARKARTZ,81,PSYCHIC,MUDDY WATER,CALM MIND,DARK PULSE,INTIMIDATE / INNER FOCUS,None,255
438,ION,TERRY,3,3,MEWFOUR,81,EXTRASENSORY,SHADOW BALL,DARK PULSE,RECOVER,SHADOW TAG,None,255
438,ION,TERRY,3,4,DRAGONTALE,82,DRAGON PULSE,FIRE BLAST,ICE BEAM,SKY ATTACK,INNER FOCUS,None,255
438,ION,TERRY,3,5,RHYBORN,82,DRAGON CLAW,IRON HEAD,EARTHQUAKE,ROCK SLIDE,LIGHTNINGROD / ROCK HEAD,None,255
438,ION,TERRY,3,6,TURTILLERY,85,HYDRO PUMP,RAIN DANCE,FLASH CANNON,ICE BEAM,SHELL ARMOR,SITRUS BERRY,255
439,ION,TERRY,3,1,INFERNTRI,80,HEAT WAVE,AERIAL ACE,STEEL WING,DOUBLE TEAM,FLASH FIRE,None,255
439,ION,TERRY,3,2,T'ZARKARTZ,81,PSYCHIC,MUDDY WATER,CALM MIND,DARK PULSE,INTIMIDATE / INNER FOCUS,None,255
439,ION,TERRY,3,3,MEWFOUR,81,EXTRASENSORY,SHADOW BALL,DARK PULSE,RECOVER,SHADOW TAG,None,255
439,ION,TERRY,3,4,DRAGONTALE,82,DRAGON PULSE,FIRE BLAST,ICE BEAM,SKY ATTACK,INNER FOCUS,None,255
439,ION,TERRY,3,5,RHYBORN,82,DRAGON CLAW,IRON HEAD,EARTHQUAKE,ROCK SLIDE,LIGHTNINGROD / ROCK HEAD,None,255
439,ION,TERRY,3,6,SYMBISAUR,85,GIGA DRAIN,SLUDGE BOMB,GROWTH,TOXIC,CHLOROPHYLL,SITRUS BERRY,255
